Case;VehCat;Year;TrafficScenario;Component;RoadCat;AmbientCondPattern;EFA_weighted;EFA_km_weighted;EFA_WTT_weighted;EFA_WTT_km_weighted;EFA_WTW_weighted;EFA_WTW_km_weighted
2020_Average_perVehCat[4.1];coach;2020;REF D HB41;FC_MJ;Urban;TØ,0-1h,0-1km;0.0;;;;;
2020_Average_perVehCat[4.1];motorcycle;2020;REF D HB41;FC_MJ;Urban;TØ,0-1h,0-1km;0.0;;;;;
2020_Average_perVehCat[4.1];pass. car;2020;REF D HB41;FC_MJ;Urban;TØ,1-2h,0-1km;0.134311303;;;;;
2020_Average_perVehCat[4.1];HGV;2020;REF D HB41;FC_MJ;Urban;TØ,1-2h,0-1km;0.0;;;;;
2020_Average_perVehCat[4.1];urban bus;2020;REF D HB41;FC_MJ;Urban;TØ,1-2h,0-1km;0.0;;;;;
2020_Average_perVehCat[4.1];coach;2020;REF D HB41;FC_MJ;Urban;TØ,1-2h,0-1km;0.0;;;;;
2020_Average_perVehCat[4.1];motorcycle;2020;REF D HB41;FC_MJ;Urban;TØ,1-2h,0-1km;0.0;;;;;
2020_Average_perVehCat[4.1];pass. car;2020;REF D HB41;FC_MJ;Urban;TØ,2-3h,0-1km;0.200667351;;;;;
2020_Average_perVehCat[4.1];HGV;2020;REF D HB41;FC_MJ;Urban;TØ,2-3h,0-1km;0.0;;;;;
2020_Average_perVehCat[4.1];urban bus;2020;REF D HB41;FC_MJ;Urban;TØ,2-3h,0-1km;0.0;;;;;
2020_Average_perVehCat[4.1];coach;2020;REF D HB41;FC_MJ;Urban;TØ,2-3h,0-1km;0.0;;;;;
2020_Average_perVehCat[4.1];motorcycle;2020;REF D HB41;FC_MJ;Urban;TØ,2-3h,0-1km;0.0;;;;;
2020_Average_perVehCat[4.1];pass. car;2020;REF D HB41;FC_MJ;Urban;TØ,3-4h,0-1km;0.274339974;;;;;
2020_Average_perVehCat[4.1];HGV;2020;REF D HB41;FC_MJ;Urban;TØ,3-4h,0-1km;0.0;;;;;
2020_Average_perVehCat[4.1];urban bus;2020;REF D HB41;FC_MJ;Urban;TØ,3-4h,0-1km;0.0;;;;;
2020_Average_perVehCat[4.1];coach;2020;REF D HB41;FC_MJ;Urban;TØ,3-4h,0-1km;0.0;;;;;
2020_Average_perVehCat[4.1];motorcycle;2020;REF D HB41;FC_MJ;Urban;TØ,3-4h,0-1km;0.0;;;;;
2020_Average_perVehCat[4.1];pass. car;2020;REF D HB41;FC_MJ;Urban;TØ,4-5h,0-1km;0.348732978;;;;;
2020_Average_perVehCat[4.1];HGV;2020;REF D HB41;FC_MJ;Urban;TØ,4-5h,0-1km;0.0;;;;;
2020_Average_perVehCat[4.1];urban bus;2020;REF D HB41;FC_MJ;Urban;TØ,4-5h,0-1km;0.0;;;;;
2020_Average_perVehCat[4.1];coach;2020;REF D HB41;FC_MJ;Urban;TØ,4-5h,0-1km;0.0;;;;;
2020_Average_perVehCat[4.1];motorcycle;2020;REF D HB41;FC_MJ;Urban;TØ,4-5h,0-1km;0.0;;;;;
2020_Average_perVehCat[4.1];pass. car;2020;REF D HB41;FC_MJ;Urban;TØ,5-6h,0-1km;0.426229149;;;;;
2020_Average_perVehCat[4.1];HGV;2020;REF D HB41;FC_MJ;Urban;TØ,5-6h,0-1km;0.0;;;;;
2020_Average_perVehCat[4.1];urban bus;2020;REF D HB41;FC_MJ;Urban;TØ,5-6h,0-1km;0.0;;;;;
2020_Average_perVehCat[4.1];coach;2020;REF D HB41;FC_MJ;Urban;TØ,5-6h,0-1km;0.0;;;;;
2020_Average_perVehCat[4.1];motorcycle;2020;REF D HB41;FC_MJ;Urban;TØ,5-6h,0-1km;0.0;;;;;
2020_Average_perVehCat[4.1];pass. car;2020;REF D HB41;FC_MJ;Urban;TØ,6-7h,0-1km;0.503725469;;;;;
2020_Average_perVehCat[4.1];HGV;2020;REF D HB41;FC_MJ;Urban;TØ,6-7h,0-1km;0.0;;;;;
2020_Average_perVehCat[4.1];urban bus;2020;REF D HB41;FC_MJ;Urban;TØ,6-7h,0-1km;0.0;;;;;
2020_Average_perVehCat[4.1];coach;2020;REF D HB41;FC_MJ;Urban;TØ,6-7h,0-1km;0.0;;;;;
2020_Average_perVehCat[4.1];motorcycle;2020;REF D HB41;FC_MJ;Urban;TØ,6-7h,0-1km;0.0;;;;;
2020_Average_perVehCat[4.1];pass. car;2020;REF D HB41;FC_MJ;Urban;TØ,7-8h,0-1km;0.581221581;;;;;
2020_Average_perVehCat[4.1];HGV;2020;REF D HB41;FC_MJ;Urban;TØ,7-8h,0-1km;0.0;;;;;
2020_Average_perVehCat[4.1];urban bus;2020;REF D HB41;FC_MJ;Urban;TØ,7-8h,0-1km;0.0;;;;;
2020_Average_perVehCat[4.1];coach;2020;REF D HB41;FC_MJ;Urban;TØ,7-8h,0-1km;0.0;;;;;
2020_Average_perVehCat[4.1];motorcycle;2020;REF D HB41;FC_MJ;Urban;TØ,7-8h,0-1km;0.0;;;;;
2020_Average_perVehCat[4.1];pass. car;2020;REF D HB41;FC_MJ;Urban;TØ,8-9h,0-1km;0.658717632;;;;;
2020_Average_perVehCat[4.1];HGV;2020;REF D HB41;FC_MJ;Urban;TØ,8-9h,0-1km;0.0;;;;;
2020_Average_perVehCat[4.1];urban bus;2020;REF D HB41;FC_MJ;Urban;TØ,8-9h,0-1km;0.0;;;;;
2020_Average_perVehCat[4.1];coach;2020;REF D HB41;FC_MJ;Urban;TØ,8-9h,0-1km;0.0;;;;;
2020_Average_perVehCat[4.1];motorcycle;2020;REF D HB41;FC_MJ;Urban;TØ,8-9h,0-1km;0.0;;;;;
2020_Average_perVehCat[4.1];pass. car;2020;REF D HB41;FC_MJ;Urban;TØ,9-10h,0-1km;0.736213863;;;;;
2020_Average_perVehCat[4.1];HGV;2020;REF D HB41;FC_MJ;Urban;TØ,9-10h,0-1km;0.0;;;;;
2020_Average_perVehCat[4.1];urban bus;2020;REF D HB41;FC_MJ;Urban;TØ,9-10h,0-1km;0.0;;;;;
2020_Average_perVehCat[4.1];coach;2020;REF D HB41;FC_MJ;Urban;TØ,9-10h,0-1km;0.0;;;;;
2020_Average_perVehCat[4.1];motorcycle;2020;REF D HB41;FC_MJ;Urban;TØ,9-10h,0-1km;0.0;;;;;
2020_Average_perVehCat[4.1];pass. car;2020;REF D HB41;FC_MJ;Urban;TØ,10-11h,0-1km;0.813710213;;;;;
2020_Average_perVehCat[4.1];HGV;2020;REF D HB41;FC_MJ;Urban;TØ,10-11h,0-1km;0.0;;;;;
2020_Average_perVehCat[4.1];urban bus;2020;REF D HB41;FC_MJ;Urban;TØ,10-11h,0-1km;0.0;;;;;
2020_Average_perVehCat[4.1];coach;2020;REF D HB41;FC_MJ;Urban;TØ,10-11h,0-1km;0.0;;;;;
2020_Average_perVehCat[4.1];motorcycle;2020;REF D HB41;FC_MJ;Urban;TØ,10-11h,0-1km;0.0;;;;;
2020_Average_perVehCat[4.1];pass. car;2020;REF D HB41;FC_MJ;Urban;TØ,11-12h,0-1km;0.891206264;;;;;
2020_Average_perVehCat[4.1];HGV;2020;REF D HB41;FC_MJ;Urban;TØ,11-12h,0-1km;0.0;;;;;
2020_Average_perVehCat[4.1];urban bus;2020;REF D HB41;FC_MJ;Urban;TØ,11-12h,0-1km;0.0;;;;;
2020_Average_perVehCat[4.1];coach;2020;REF D HB41;FC_MJ;Urban;TØ,11-12h,0-1km;0.0;;;;;
2020_Average_perVehCat[4.1];motorcycle;2020;REF D HB41;FC_MJ;Urban;TØ,11-12h,0-1km;0.0;;;;;
2020_Average_perVehCat[4.1];pass. car;2020;REF D HB41;FC_MJ;Urban;TØ,>12h,0-1km;0.930326641;;;;;
2020_Average_perVehCat[4.1];HGV;2020;REF D HB41;FC_MJ;Urban;TØ,>12h,0-1km;0.0;;;;;
2020_Average_perVehCat[4.1];urban bus;2020;REF D HB41;FC_MJ;Urban;TØ,>12h,0-1km;0.0;;;;;
2020_Average_perVehCat[4.1];coach;2020;REF D HB41;FC_MJ;Urban;TØ,>12h,0-1km;0.0;;;;;
2020_Average_perVehCat[4.1];motorcycle;2020;REF D HB41;FC_MJ;Urban;TØ,>12h,0-1km;0.0;;;;;
2020_Average_perVehCat[4.1];pass. car;2020;REF D HB41;FC_MJ;Urban;TØ,0-1h,1-2km;0.108856894;;;;;
2020_Average_perVehCat[4.1];HGV;2020;REF D HB41;FC_MJ;Urban;TØ,0-1h,1-2km;0.0;;;;;
2020_Average_perVehCat[4.1];urban bus;2020;REF D HB41;FC_MJ;Urban;TØ,0-1h,1-2km;0.0;;;;;
2020_Average_perVehCat[4.1];coach;2020;REF D HB41;FC_MJ;Urban;TØ,0-1h,1-2km;0.0;;;;;
2020_Average_perVehCat[4.1];motorcycle;2020;REF D HB41;FC_MJ;Urban;TØ,0-1h,1-2km;0.0;;;;;
2020_Average_perVehCat[4.1];pass. car;2020;REF D HB41;FC_MJ;Urban;TØ,1-2h,1-2km;0.28328985;;;;;
2020_Average_perVehCat[4.1];HGV;2020;REF D HB41;FC_MJ;Urban;TØ,1-2h,1-2km;0.0;;;;;
2020_Average_perVehCat[4.1];urban bus;2020;REF D HB41;FC_MJ;Urban;TØ,1-2h,1-2km;0.0;;;;;
2020_Average_perVehCat[4.1];coach;2020;REF D HB41;FC_MJ;Urban;TØ,1-2h,1-2km;0.0;;;;;
2020_Average_perVehCat[4.1];motorcycle;2020;REF D HB41;FC_MJ;Urban;TØ,1-2h,1-2km;0.0;;;;;
2020_Average_perVehCat[4.1];pass. car;2020;REF D HB41;FC_MJ;Urban;TØ,2-3h,1-2km;0.444785953;;;;;
2020_Average_perVehCat[4.1];HGV;2020;REF D HB41;FC_MJ;Urban;TØ,2-3h,1-2km;0.0;;;;;
2020_Average_perVehCat[4.1];urban bus;2020;REF D HB41;FC_MJ;Urban;TØ,2-3h,1-2km;0.0;;;;;
2020_Average_perVehCat[4.1];coach;2020;REF D HB41;FC_MJ;Urban;TØ,2-3h,1-2km;0.0;;;;;
2020_Average_perVehCat[4.1];motorcycle;2020;REF D HB41;FC_MJ;Urban;TØ,2-3h,1-2km;0.0;;;;;
2020_Average_perVehCat[4.1];pass. car;2020;REF D HB41;FC_MJ;Urban;TØ,3-4h,1-2km;0.61402595;;;;;
2020_Average_perVehCat[4.1];HGV;2020;REF D HB41;FC_MJ;Urban;TØ,3-4h,1-2km;0.0;;;;;
2020_Average_perVehCat[4.1];urban bus;2020;REF D HB41;FC_MJ;Urban;TØ,3-4h,1-2km;0.0;;;;;
2020_Average_perVehCat[4.1];coach;2020;REF D HB41;FC_MJ;Urban;TØ,3-4h,1-2km;0.0;;;;;
2020_Average_perVehCat[4.1];motorcycle;2020;REF D HB41;FC_MJ;Urban;TØ,3-4h,1-2km;0.0;;;;;
2020_Average_perVehCat[4.1];pass. car;2020;REF D HB41;FC_MJ;Urban;TØ,4-5h,1-2km;0.784096003;;;;;
2020_Average_perVehCat[4.1];HGV;2020;REF D HB41;FC_MJ;Urban;TØ,4-5h,1-2km;0.0;;;;;
2020_Average_perVehCat[4.1];urban bus;2020;REF D HB41;FC_MJ;Urban;TØ,4-5h,1-2km;0.0;;;;;
2020_Average_perVehCat[4.1];coach;2020;REF D HB41;FC_MJ;Urban;TØ,4-5h,1-2km;0.0;;;;;
2020_Average_perVehCat[4.1];motorcycle;2020;REF D HB41;FC_MJ;Urban;TØ,4-5h,1-2km;0.0;;;;;
2020_Average_perVehCat[4.1];pass. car;2020;REF D HB41;FC_MJ;Urban;TØ,5-6h,1-2km;0.958339512;;;;;
2020_Average_perVehCat[4.1];HGV;2020;REF D HB41;FC_MJ;Urban;TØ,5-6h,1-2km;0.0;;;;;
2020_Average_perVehCat[4.1];urban bus;2020;REF D HB41;FC_MJ;Urban;TØ,5-6h,1-2km;0.0;;;;;
2020_Average_perVehCat[4.1];coach;2020;REF D HB41;FC_MJ;Urban;TØ,5-6h,1-2km;0.0;;;;;
2020_Average_perVehCat[4.1];motorcycle;2020;REF D HB41;FC_MJ;Urban;TØ,5-6h,1-2km;0.0;;;;;
2020_Average_perVehCat[4.1];pass. car;2020;REF D HB41;FC_MJ;Urban;TØ,6-7h,1-2km;1.132583141;;;;;
2020_Average_perVehCat[4.1];HGV;2020;REF D HB41;FC_MJ;Urban;TØ,6-7h,1-2km;0.0;;;;;
2020_Average_perVehCat[4.1];urban bus;2020;REF D HB41;FC_MJ;Urban;TØ,6-7h,1-2km;0.0;;;;;
2020_Average_perVehCat[4.1];coach;2020;REF D HB41;FC_MJ;Urban;TØ,6-7h,1-2km;0.0;;;;;
2020_Average_perVehCat[4.1];motorcycle;2020;REF D HB41;FC_MJ;Urban;TØ,6-7h,1-2km;0.0;;;;;
2020_Average_perVehCat[4.1];pass. car;2020;REF D HB41;FC_MJ;Urban;TØ,7-8h,1-2km;1.306826711;;;;;
2020_Average_perVehCat[4.1];HGV;2020;REF D HB41;FC_MJ;Urban;TØ,7-8h,1-2km;0.0;;;;;
2020_Average_perVehCat[4.1];urban bus;2020;REF D HB41;FC_MJ;Urban;TØ,7-8h,1-2km;0.0;;;;;
2020_Average_perVehCat[4.1];coach;2020;REF D HB41;FC_MJ;Urban;TØ,7-8h,1-2km;0.0;;;;;
2020_Average_perVehCat[4.1];motorcycle;2020;REF D HB41;FC_MJ;Urban;TØ,7-8h,1-2km;0.0;;;;;
2020_Average_perVehCat[4.1];pass. car;2020;REF D HB41;FC_MJ;Urban;TØ,8-9h,1-2km;1.481069922;;;;;
2020_Average_perVehCat[4.1];HGV;2020;REF D HB41;FC_MJ;Urban;TØ,8-9h,1-2km;0.0;;;;;
2020_Average_perVehCat[4.1];urban bus;2020;REF D HB41;FC_MJ;Urban;TØ,8-9h,1-2km;0.0;;;;;
2020_Average_perVehCat[4.1];coach;2020;REF D HB41;FC_MJ;Urban;TØ,8-9h,1-2km;0.0;;;;;
2020_Average_perVehCat[4.1];motorcycle;2020;REF D HB41;FC_MJ;Urban;TØ,8-9h,1-2km;0.0;;;;;
2020_Average_perVehCat[4.1];pass. car;2020;REF D HB41;FC_MJ;Urban;TØ,9-10h,1-2km;1.65531373;;;;;
2020_Average_perVehCat[4.1];HGV;2020;REF D HB41;FC_MJ;Urban;TØ,9-10h,1-2km;0.0;;;;;
2020_Average_perVehCat[4.1];urban bus;2020;REF D HB41;FC_MJ;Urban;TØ,9-10h,1-2km;0.0;;;;;
2020_Average_perVehCat[4.1];coach;2020;REF D HB41;FC_MJ;Urban;TØ,9-10h,1-2km;0.0;;;;;
2020_Average_perVehCat[4.1];motorcycle;2020;REF D HB41;FC_MJ;Urban;TØ,9-10h,1-2km;0.0;;;;;
2020_Average_perVehCat[4.1];pass. car;2020;REF D HB41;FC_MJ;Urban;TØ,10-11h,1-2km;1.829557061;;;;;
2020_Average_perVehCat[4.1];HGV;2020;REF D HB41;FC_MJ;Urban;TØ,10-11h,1-2km;0.0;;;;;
2020_Average_perVehCat[4.1];urban bus;2020;REF D HB41;FC_MJ;Urban;TØ,10-11h,1-2km;0.0;;;;;
2020_Average_perVehCat[4.1];coach;2020;REF D HB41;FC_MJ;Urban;TØ,10-11h,1-2km;0.0;;;;;
2020_Average_perVehCat[4.1];motorcycle;2020;REF D HB41;FC_MJ;Urban;TØ,10-11h,1-2km;0.0;;;;;
2020_Average_perVehCat[4.1];pass. car;2020;REF D HB41;FC_MJ;Urban;TØ,11-12h,1-2km;2.003800631;;;;;
2020_Average_perVehCat[4.1];HGV;2020;REF D HB41;FC_MJ;Urban;TØ,11-12h,1-2km;0.0;;;;;
2020_Average_perVehCat[4.1];urban bus;2020;REF D HB41;FC_MJ;Urban;TØ,11-12h,1-2km;0.0;;;;;
2020_Average_perVehCat[4.1];coach;2020;REF D HB41;FC_MJ;Urban;TØ,11-12h,1-2km;0.0;;;;;
2020_Average_perVehCat[4.1];motorcycle;2020;REF D HB41;FC_MJ;Urban;TØ,11-12h,1-2km;0.0;;;;;
2020_Average_perVehCat[4.1];pass. car;2020;REF D HB41;FC_MJ;Urban;TØ,>12h,1-2km;2.091758966;;;;;
2020_Average_perVehCat[4.1];HGV;2020;REF D HB41;FC_MJ;Urban;TØ,>12h,1-2km;0.0;;;;;
2020_Average_perVehCat[4.1];urban bus;2020;REF D HB41;FC_MJ;Urban;TØ,>12h,1-2km;0.0;;;;;
2020_Average_perVehCat[4.1];coach;2020;REF D HB41;FC_MJ;Urban;TØ,>12h,1-2km;0.0;;;;;
2020_Average_perVehCat[4.1];motorcycle;2020;REF D HB41;FC_MJ;Urban;TØ,>12h,1-2km;0.0;;;;;
2020_Average_perVehCat[4.1];pass. car;2020;REF D HB41;PM;Urban;TØ,0-1h,0-1km;0.000590066;;;;;
2020_Average_perVehCat[4.1];HGV;2020;REF D HB41;PM;Urban;TØ,0-1h,0-1km;0.0;;;;;
2020_Average_perVehCat[4.1];urban bus;2020;REF D HB41;PM;Urban;TØ,0-1h,0-1km;0.0;;;;;
2020_Average_perVehCat[4.1];coach;2020;REF D HB41;PM;Urban;TØ,0-1h,0-1km;0.0;;;;;
2020_Average_perVehCat[4.1];motorcycle;2020;REF D HB41;PM;Urban;TØ,0-1h,0-1km;0.0;;;;;
2020_Average_perVehCat[4.1];pass. car;2020;REF D HB41;PM;Urban;TØ,1-2h,0-1km;0.001017269;;;;;
2020_Average_perVehCat[4.1];HGV;2020;REF D HB41;PM;Urban;TØ,1-2h,0-1km;0.0;;;;;
2020_Average_perVehCat[4.1];urban bus;2020;REF D HB41;PM;Urban;TØ,1-2h,0-1km;0.0;;;;;
2020_Average_perVehCat[4.1];coach;2020;REF D HB41;PM;Urban;TØ,1-2h,0-1km;0.0;;;;;
2020_Average_perVehCat[4.1];motorcycle;2020;REF D HB41;PM;Urban;TØ,1-2h,0-1km;0.0;;;;;
2020_Average_perVehCat[4.1];pass. car;2020;REF D HB41;PM;Urban;TØ,2-3h,0-1km;0.001123909;;;;;
2020_Average_perVehCat[4.1];HGV;2020;REF D HB41;PM;Urban;TØ,2-3h,0-1km;0.0;;;;;
2020_Average_perVehCat[4.1];urban bus;2020;REF D HB41;PM;Urban;TØ,2-3h,0-1km;0.0;;;;;
2020_Average_perVehCat[4.1];coach;2020;REF D HB41;PM;Urban;TØ,2-3h,0-1km;0.0;;;;;
2020_Average_perVehCat[4.1];motorcycle;2020;REF D HB41;PM;Urban;TØ,2-3h,0-1km;0.0;;;;;
2020_Average_perVehCat[4.1];pass. car;2020;REF D HB41;PM;Urban;TØ,3-4h,0-1km;0.00126467;;;;;
2020_Average_perVehCat[4.1];HGV;2020;REF D HB41;PM;Urban;TØ,3-4h,0-1km;0.0;;;;;
2020_Average_perVehCat[4.1];urban bus;2020;REF D HB41;PM;Urban;TØ,3-4h,0-1km;0.0;;;;;
2020_Average_perVehCat[4.1];coach;2020;REF D HB41;PM;Urban;TØ,3-4h,0-1km;0.0;;;;;
2020_Average_perVehCat[4.1];motorcycle;2020;REF D HB41;PM;Urban;TØ,3-4h,0-1km;0.0;;;;;
2020_Average_perVehCat[4.1];pass. car;2020;REF D HB41;PM;Urban;TØ,4-5h,0-1km;0.001381637;;;;;
2020_Average_perVehCat[4.1];HGV;2020;REF D HB41;PM;Urban;TØ,4-5h,0-1km;0.0;;;;;
2020_Average_perVehCat[4.1];urban bus;2020;REF D HB41;PM;Urban;TØ,4-5h,0-1km;0.0;;;;;
2020_Average_perVehCat[4.1];coach;2020;REF D HB41;PM;Urban;TØ,4-5h,0-1km;0.0;;;;;
2020_Average_perVehCat[4.1];motorcycle;2020;REF D HB41;PM;Urban;TØ,4-5h,0-1km;0.0;;;;;
2020_Average_perVehCat[4.1];pass. car;2020;REF D HB41;PM;Urban;TØ,5-6h,0-1km;0.001480618;;;;;
2020_Average_perVehCat[4.1];HGV;2020;REF D HB41;PM;Urban;TØ,5-6h,0-1km;0.0;;;;;
2020_Average_perVehCat[4.1];urban bus;2020;REF D HB41;PM;Urban;TØ,5-6h,0-1km;0.0;;;;;
2020_Average_perVehCat[4.1];coach;2020;REF D HB41;PM;Urban;TØ,5-6h,0-1km;0.0;;;;;
2020_Average_perVehCat[4.1];motorcycle;2020;REF D HB41;PM;Urban;TØ,5-6h,0-1km;0.0;;;;;
2020_Average_perVehCat[4.1];pass. car;2020;REF D HB41;PM;Urban;TØ,6-7h,0-1km;0.00158373;;;;;
2020_Average_perVehCat[4.1];HGV;2020;REF D HB41;PM;Urban;TØ,6-7h,0-1km;0.0;;;;;
2020_Average_perVehCat[4.1];urban bus;2020;REF D HB41;PM;Urban;TØ,6-7h,0-1km;0.0;;;;;
2020_Average_perVehCat[4.1];coach;2020;REF D HB41;PM;Urban;TØ,6-7h,0-1km;0.0;;;;;
2020_Average_perVehCat[4.1];motorcycle;2020;REF D HB41;PM;Urban;TØ,6-7h,0-1km;0.0;;;;;
2020_Average_perVehCat[4.1];pass. car;2020;REF D HB41;PM;Urban;TØ,7-8h,0-1km;0.001691235;;;;;
2020_Average_perVehCat[4.1];HGV;2020;REF D HB41;PM;Urban;TØ,7-8h,0-1km;0.0;;;;;
2020_Average_perVehCat[4.1];urban bus;2020;REF D HB41;PM;Urban;TØ,7-8h,0-1km;0.0;;;;;
2020_Average_perVehCat[4.1];coach;2020;REF D HB41;PM;Urban;TØ,7-8h,0-1km;0.0;;;;;
2020_Average_perVehCat[4.1];motorcycle;2020;REF D HB41;PM;Urban;TØ,7-8h,0-1km;0.0;;;;;
2020_Average_perVehCat[4.1];pass. car;2020;REF D HB41;PM;Urban;TØ,8-9h,0-1km;0.001803415;;;;;
2020_Average_perVehCat[4.1];HGV;2020;REF D HB41;PM;Urban;TØ,8-9h,0-1km;0.0;;;;;
2020_Average_perVehCat[4.1];urban bus;2020;REF D HB41;PM;Urban;TØ,8-9h,0-1km;0.0;;;;;
2020_Average_perVehCat[4.1];coach;2020;REF D HB41;PM;Urban;TØ,8-9h,0-1km;0.0;;;;;
2020_Average_perVehCat[4.1];motorcycle;2020;REF D HB41;PM;Urban;TØ,8-9h,0-1km;0.0;;;;;
2020_Average_perVehCat[4.1];pass. car;2020;REF D HB41;PM;Urban;TØ,9-10h,0-1km;0.001920577;;;;;
2020_Average_perVehCat[4.1];HGV;2020;REF D HB41;PM;Urban;TØ,9-10h,0-1km;0.0;;;;;
2020_Average_perVehCat[4.1];urban bus;2020;REF D HB41;PM;Urban;TØ,9-10h,0-1km;0.0;;;;;
2020_Average_perVehCat[4.1];coach;2020;REF D HB41;PM;Urban;TØ,9-10h,0-1km;0.0;;;;;
2020_Average_perVehCat[4.1];motorcycle;2020;REF D HB41;PM;Urban;TØ,9-10h,0-1km;0.0;;;;;
2020_Average_perVehCat[4.1];pass. car;2020;REF D HB41;PM;Urban;TØ,10-11h,0-1km;0.002043054;;;;;
2020_Average_perVehCat[4.1];HGV;2020;REF D HB41;PM;Urban;TØ,10-11h,0-1km;0.0;;;;;
2020_Average_perVehCat[4.1];urban bus;2020;REF D HB41;PM;Urban;TØ,10-11h,0-1km;0.0;;;;;
2020_Average_perVehCat[4.1];coach;2020;REF D HB41;PM;Urban;TØ,10-11h,0-1km;0.0;;;;;
2020_Average_perVehCat[4.1];motorcycle;2020;REF D HB41;PM;Urban;TØ,10-11h,0-1km;0.0;;;;;
2020_Average_perVehCat[4.1];pass. car;2020;REF D HB41;PM;Urban;TØ,11-12h,0-1km;0.002171212;;;;;
2020_Average_perVehCat[4.1];HGV;2020;REF D HB41;PM;Urban;TØ,11-12h,0-1km;0.0;;;;;
2020_Average_perVehCat[4.1];urban bus;2020;REF D HB41;PM;Urban;TØ,11-12h,0-1km;0.0;;;;;
2020_Average_perVehCat[4.1];coach;2020;REF D HB41;PM;Urban;TØ,11-12h,0-1km;0.0;;;;;
2020_Average_perVehCat[4.1];motorcycle;2020;REF D HB41;PM;Urban;TØ,11-12h,0-1km;0.0;;;;;
2020_Average_perVehCat[4.1];pass. car;2020;REF D HB41;PM;Urban;TØ,>12h,0-1km;0.002237347;;;;;
2020_Average_perVehCat[4.1];HGV;2020;REF D HB41;PM;Urban;TØ,>12h,0-1km;0.0;;;;;
2020_Average_perVehCat[4.1];urban bus;2020;REF D HB41;PM;Urban;TØ,>12h,0-1km;0.0;;;;;
2020_Average_perVehCat[4.1];coach;2020;REF D HB41;PM;Urban;TØ,>12h,0-1km;0.0;;;;;
2020_Average_perVehCat[4.1];motorcycle;2020;REF D HB41;PM;Urban;TØ,>12h,0-1km;0.0;;;;;
2020_Average_perVehCat[4.1];pass. car;2020;REF D HB41;PM;Urban;TØ,0-1h,1-2km;0.001153914;;;;;
2020_Average_perVehCat[4.1];HGV;2020;REF D HB41;PM;Urban;TØ,0-1h,1-2km;0.0;;;;;
2020_Average_perVehCat[4.1];urban bus;2020;REF D HB41;PM;Urban;TØ,0-1h,1-2km;0.0;;;;;
2020_Average_perVehCat[4.1];coach;2020;REF D HB41;PM;Urban;TØ,0-1h,1-2km;0.0;;;;;
2020_Average_perVehCat[4.1];motorcycle;2020;REF D HB41;PM;Urban;TØ,0-1h,1-2km;0.0;;;;;
2020_Average_perVehCat[4.1];pass. car;2020;REF D HB41;PM;Urban;TØ,1-2h,1-2km;0.002360891;;;;;
2020_Average_perVehCat[4.1];HGV;2020;REF D HB41;PM;Urban;TØ,1-2h,1-2km;0.0;;;;;
2020_Average_perVehCat[4.1];urban bus;2020;REF D HB41;PM;Urban;TØ,1-2h,1-2km;0.0;;;;;
2020_Average_perVehCat[4.1];coach;2020;REF D HB41;PM;Urban;TØ,1-2h,1-2km;0.0;;;;;
2020_Average_perVehCat[4.1];motorcycle;2020;REF D HB41;PM;Urban;TØ,1-2h,1-2km;0.0;;;;;
2020_Average_perVehCat[4.1];pass. car;2020;REF D HB41;PM;Urban;TØ,2-3h,1-2km;0.002732825;;;;;
2020_Average_perVehCat[4.1];HGV;2020;REF D HB41;PM;Urban;TØ,2-3h,1-2km;0.0;;;;;
2020_Average_perVehCat[4.1];urban bus;2020;REF D HB41;PM;Urban;TØ,2-3h,1-2km;0.0;;;;;
2020_Average_perVehCat[4.1];coach;2020;REF D HB41;PM;Urban;TØ,2-3h,1-2km;0.0;;;;;
2020_Average_perVehCat[4.1];motorcycle;2020;REF D HB41;PM;Urban;TØ,2-3h,1-2km;0.0;;;;;
2020_Average_perVehCat[4.1];pass. car;2020;REF D HB41;PM;Urban;TØ,3-4h,1-2km;0.003088981;;;;;
2020_Average_perVehCat[4.1];HGV;2020;REF D HB41;PM;Urban;TØ,3-4h,1-2km;0.0;;;;;
2020_Average_perVehCat[4.1];urban bus;2020;REF D HB41;PM;Urban;TØ,3-4h,1-2km;0.0;;;;;
2020_Average_perVehCat[4.1];coach;2020;REF D HB41;PM;Urban;TØ,3-4h,1-2km;0.0;;;;;
2020_Average_perVehCat[4.1];motorcycle;2020;REF D HB41;PM;Urban;TØ,3-4h,1-2km;0.0;;;;;
2020_Average_perVehCat[4.1];pass. car;2020;REF D HB41;PM;Urban;TØ,4-5h,1-2km;0.003372615;;;;;
2020_Average_perVehCat[4.1];HGV;2020;REF D HB41;PM;Urban;TØ,4-5h,1-2km;0.0;;;;;
2020_Average_perVehCat[4.1];urban bus;2020;REF D HB41;PM;Urban;TØ,4-5h,1-2km;0.0;;;;;
2020_Average_perVehCat[4.1];coach;2020;REF D HB41;PM;Urban;TØ,4-5h,1-2km;0.0;;;;;
2020_Average_perVehCat[4.1];motorcycle;2020;REF D HB41;PM;Urban;TØ,4-5h,1-2km;0.0;;;;;
2020_Average_perVehCat[4.1];pass. car;2020;REF D HB41;PM;Urban;TØ,5-6h,1-2km;0.00359367;;;;;
2020_Average_perVehCat[4.1];HGV;2020;REF D HB41;PM;Urban;TØ,5-6h,1-2km;0.0;;;;;
