Case;VehCat;Year;TrafficScenario;Component;RoadCat;AmbientCondPattern;EFA_weighted;EFA_km_weighted;EFA_WTT_weighted;EFA_WTT_km_weighted;EFA_WTW_weighted;EFA_WTW_km_weighted
2020_Average_perVehCat[4.1];urban bus;2020;REF D HB41;NO2;Urban;TØ,>12h,1-2km;0.0;;;;;
2020_Average_perVehCat[4.1];coach;2020;REF D HB41;NO2;Urban;TØ,>12h,1-2km;0.0;;;;;
2020_Average_perVehCat[4.1];motorcycle;2020;REF D HB41;NO2;Urban;TØ,>12h,1-2km;0.0;;;;;
2020_Average_perVehCat[4.1];pass. car;2020;REF D HB41;CH4;Urban;TØ,0-1h,0-1km;0.01499084;;;;;
2020_Average_perVehCat[4.1];HGV;2020;REF D HB41;CH4;Urban;TØ,0-1h,0-1km;0.0;;;;;
2020_Average_perVehCat[4.1];urban bus;2020;REF D HB41;CH4;Urban;TØ,0-1h,0-1km;0.0;;;;;
2020_Average_perVehCat[4.1];coach;2020;REF D HB41;CH4;Urban;TØ,0-1h,0-1km;0.0;;;;;
2020_Average_perVehCat[4.1];motorcycle;2020;REF D HB41;CH4;Urban;TØ,0-1h,0-1km;0.0;;;;;
2020_Average_perVehCat[4.1];pass. car;2020;REF D HB41;CH4;Urban;TØ,1-2h,0-1km;0.037598204;;;;;
2020_Average_perVehCat[4.1];HGV;2020;REF D HB41;CH4;Urban;TØ,1-2h,0-1km;0.0;;;;;
2020_Average_perVehCat[4.1];urban bus;2020;REF D HB41;CH4;Urban;TØ,1-2h,0-1km;0.0;;;;;
2020_Average_perVehCat[4.1];coach;2020;REF D HB41;CH4;Urban;TØ,1-2h,0-1km;0.0;;;;;
2020_Average_perVehCat[4.1];motorcycle;2020;REF D HB41;CH4;Urban;TØ,1-2h,0-1km;0.0;;;;;
2020_Average_perVehCat[4.1];pass. car;2020;REF D HB41;CH4;Urban;TØ,2-3h,0-1km;0.047620565;;;;;
2020_Average_perVehCat[4.1];HGV;2020;REF D HB41;CH4;Urban;TØ,2-3h,0-1km;0.0;;;;;
2020_Average_perVehCat[4.1];urban bus;2020;REF D HB41;CH4;Urban;TØ,2-3h,0-1km;0.0;;;;;
2020_Average_perVehCat[4.1];coach;2020;REF D HB41;CH4;Urban;TØ,2-3h,0-1km;0.0;;;;;
2020_Average_perVehCat[4.1];motorcycle;2020;REF D HB41;CH4;Urban;TØ,2-3h,0-1km;0.0;;;;;
2020_Average_perVehCat[4.1];pass. car;2020;REF D HB41;CH4;Urban;TØ,3-4h,0-1km;0.054436687;;;;;
2020_Average_perVehCat[4.1];HGV;2020;REF D HB41;CH4;Urban;TØ,3-4h,0-1km;0.0;;;;;
2020_Average_perVehCat[4.1];urban bus;2020;REF D HB41;CH4;Urban;TØ,3-4h,0-1km;0.0;;;;;
2020_Average_perVehCat[4.1];coach;2020;REF D HB41;CH4;Urban;TØ,3-4h,0-1km;0.0;;;;;
2020_Average_perVehCat[4.1];motorcycle;2020;REF D HB41;CH4;Urban;TØ,3-4h,0-1km;0.0;;;;;
2020_Average_perVehCat[4.1];pass. car;2020;REF D HB41;CH4;Urban;TØ,4-5h,0-1km;0.059328418;;;;;
2020_Average_perVehCat[4.1];HGV;2020;REF D HB41;CH4;Urban;TØ,4-5h,0-1km;0.0;;;;;
2020_Average_perVehCat[4.1];urban bus;2020;REF D HB41;CH4;Urban;TØ,4-5h,0-1km;0.0;;;;;
2020_Average_perVehCat[4.1];coach;2020;REF D HB41;CH4;Urban;TØ,4-5h,0-1km;0.0;;;;;
2020_Average_perVehCat[4.1];motorcycle;2020;REF D HB41;CH4;Urban;TØ,4-5h,0-1km;0.0;;;;;
2020_Average_perVehCat[4.1];pass. car;2020;REF D HB41;CH4;Urban;TØ,5-6h,0-1km;0.062300626;;;;;
2020_Average_perVehCat[4.1];HGV;2020;REF D HB41;CH4;Urban;TØ,5-6h,0-1km;0.0;;;;;
2020_Average_perVehCat[4.1];urban bus;2020;REF D HB41;CH4;Urban;TØ,5-6h,0-1km;0.0;;;;;
2020_Average_perVehCat[4.1];coach;2020;REF D HB41;CH4;Urban;TØ,5-6h,0-1km;0.0;;;;;
2020_Average_perVehCat[4.1];motorcycle;2020;REF D HB41;CH4;Urban;TØ,5-6h,0-1km;0.0;;;;;
2020_Average_perVehCat[4.1];pass. car;2020;REF D HB41;CH4;Urban;TØ,6-7h,0-1km;0.065272875;;;;;
2020_Average_perVehCat[4.1];HGV;2020;REF D HB41;CH4;Urban;TØ,6-7h,0-1km;0.0;;;;;
2020_Average_perVehCat[4.1];urban bus;2020;REF D HB41;CH4;Urban;TØ,6-7h,0-1km;0.0;;;;;
2020_Average_perVehCat[4.1];coach;2020;REF D HB41;CH4;Urban;TØ,6-7h,0-1km;0.0;;;;;
2020_Average_perVehCat[4.1];motorcycle;2020;REF D HB41;CH4;Urban;TØ,6-7h,0-1km;0.0;;;;;
2020_Average_perVehCat[4.1];pass. car;2020;REF D HB41;CH4;Urban;TØ,7-8h,0-1km;0.068245068;;;;;
2020_Average_perVehCat[4.1];HGV;2020;REF D HB41;CH4;Urban;TØ,7-8h,0-1km;0.0;;;;;
2020_Average_perVehCat[4.1];urban bus;2020;REF D HB41;CH4;Urban;TØ,7-8h,0-1km;0.0;;;;;
2020_Average_perVehCat[4.1];coach;2020;REF D HB41;CH4;Urban;TØ,7-8h,0-1km;0.0;;;;;
2020_Average_perVehCat[4.1];motorcycle;2020;REF D HB41;CH4;Urban;TØ,7-8h,0-1km;0.0;;;;;
2020_Average_perVehCat[4.1];pass. car;2020;REF D HB41;CH4;Urban;TØ,8-9h,0-1km;0.071217299;;;;;
2020_Average_perVehCat[4.1];HGV;2020;REF D HB41;CH4;Urban;TØ,8-9h,0-1km;0.0;;;;;
2020_Average_perVehCat[4.1];urban bus;2020;REF D HB41;CH4;Urban;TØ,8-9h,0-1km;0.0;;;;;
2020_Average_perVehCat[4.1];coach;2020;REF D HB41;CH4;Urban;TØ,8-9h,0-1km;0.0;;;;;
2020_Average_perVehCat[4.1];motorcycle;2020;REF D HB41;CH4;Urban;TØ,8-9h,0-1km;0.0;;;;;
2020_Average_perVehCat[4.1];pass. car;2020;REF D HB41;CH4;Urban;TØ,9-10h,0-1km;0.074189492;;;;;
2020_Average_perVehCat[4.1];HGV;2020;REF D HB41;CH4;Urban;TØ,9-10h,0-1km;0.0;;;;;
2020_Average_perVehCat[4.1];urban bus;2020;REF D HB41;CH4;Urban;TØ,9-10h,0-1km;0.0;;;;;
2020_Average_perVehCat[4.1];coach;2020;REF D HB41;CH4;Urban;TØ,9-10h,0-1km;0.0;;;;;
2020_Average_perVehCat[4.1];motorcycle;2020;REF D HB41;CH4;Urban;TØ,9-10h,0-1km;0.0;;;;;
2020_Average_perVehCat[4.1];pass. car;2020;REF D HB41;CH4;Urban;TØ,10-11h,0-1km;0.077161729;;;;;
2020_Average_perVehCat[4.1];HGV;2020;REF D HB41;CH4;Urban;TØ,10-11h,0-1km;0.0;;;;;
2020_Average_perVehCat[4.1];urban bus;2020;REF D HB41;CH4;Urban;TØ,10-11h,0-1km;0.0;;;;;
2020_Average_perVehCat[4.1];coach;2020;REF D HB41;CH4;Urban;TØ,10-11h,0-1km;0.0;;;;;
2020_Average_perVehCat[4.1];motorcycle;2020;REF D HB41;CH4;Urban;TØ,10-11h,0-1km;0.0;;;;;
2020_Average_perVehCat[4.1];pass. car;2020;REF D HB41;CH4;Urban;TØ,11-12h,0-1km;0.080133915;;;;;
2020_Average_perVehCat[4.1];HGV;2020;REF D HB41;CH4;Urban;TØ,11-12h,0-1km;0.0;;;;;
2020_Average_perVehCat[4.1];urban bus;2020;REF D HB41;CH4;Urban;TØ,11-12h,0-1km;0.0;;;;;
2020_Average_perVehCat[4.1];coach;2020;REF D HB41;CH4;Urban;TØ,11-12h,0-1km;0.0;;;;;
2020_Average_perVehCat[4.1];motorcycle;2020;REF D HB41;CH4;Urban;TØ,11-12h,0-1km;0.0;;;;;
2020_Average_perVehCat[4.1];pass. car;2020;REF D HB41;CH4;Urban;TØ,>12h,0-1km;0.081620038;;;;;
2020_Average_perVehCat[4.1];HGV;2020;REF D HB41;CH4;Urban;TØ,>12h,0-1km;0.0;;;;;
2020_Average_perVehCat[4.1];urban bus;2020;REF D HB41;CH4;Urban;TØ,>12h,0-1km;0.0;;;;;
2020_Average_perVehCat[4.1];coach;2020;REF D HB41;CH4;Urban;TØ,>12h,0-1km;0.0;;;;;
2020_Average_perVehCat[4.1];motorcycle;2020;REF D HB41;CH4;Urban;TØ,>12h,0-1km;0.0;;;;;
2020_Average_perVehCat[4.1];pass. car;2020;REF D HB41;CH4;Urban;TØ,0-1h,1-2km;0.015127067;;;;;
2020_Average_perVehCat[4.1];HGV;2020;REF D HB41;CH4;Urban;TØ,0-1h,1-2km;0.0;;;;;
2020_Average_perVehCat[4.1];urban bus;2020;REF D HB41;CH4;Urban;TØ,0-1h,1-2km;0.0;;;;;
2020_Average_perVehCat[4.1];coach;2020;REF D HB41;CH4;Urban;TØ,0-1h,1-2km;0.0;;;;;
2020_Average_perVehCat[4.1];motorcycle;2020;REF D HB41;CH4;Urban;TØ,0-1h,1-2km;0.0;;;;;
2020_Average_perVehCat[4.1];pass. car;2020;REF D HB41;CH4;Urban;TØ,1-2h,1-2km;0.038173016;;;;;
2020_Average_perVehCat[4.1];HGV;2020;REF D HB41;CH4;Urban;TØ,1-2h,1-2km;0.0;;;;;
2020_Average_perVehCat[4.1];urban bus;2020;REF D HB41;CH4;Urban;TØ,1-2h,1-2km;0.0;;;;;
2020_Average_perVehCat[4.1];coach;2020;REF D HB41;CH4;Urban;TØ,1-2h,1-2km;0.0;;;;;
2020_Average_perVehCat[4.1];motorcycle;2020;REF D HB41;CH4;Urban;TØ,1-2h,1-2km;0.0;;;;;
2020_Average_perVehCat[4.1];pass. car;2020;REF D HB41;CH4;Urban;TØ,2-3h,1-2km;0.048373476;;;;;
2020_Average_perVehCat[4.1];HGV;2020;REF D HB41;CH4;Urban;TØ,2-3h,1-2km;0.0;;;;;
2020_Average_perVehCat[4.1];urban bus;2020;REF D HB41;CH4;Urban;TØ,2-3h,1-2km;0.0;;;;;
2020_Average_perVehCat[4.1];coach;2020;REF D HB41;CH4;Urban;TØ,2-3h,1-2km;0.0;;;;;
2020_Average_perVehCat[4.1];motorcycle;2020;REF D HB41;CH4;Urban;TØ,2-3h,1-2km;0.0;;;;;
2020_Average_perVehCat[4.1];pass. car;2020;REF D HB41;CH4;Urban;TØ,3-4h,1-2km;0.055300955;;;;;
2020_Average_perVehCat[4.1];HGV;2020;REF D HB41;CH4;Urban;TØ,3-4h,1-2km;0.0;;;;;
2020_Average_perVehCat[4.1];urban bus;2020;REF D HB41;CH4;Urban;TØ,3-4h,1-2km;0.0;;;;;
2020_Average_perVehCat[4.1];coach;2020;REF D HB41;CH4;Urban;TØ,3-4h,1-2km;0.0;;;;;
2020_Average_perVehCat[4.1];motorcycle;2020;REF D HB41;CH4;Urban;TØ,3-4h,1-2km;0.0;;;;;
2020_Average_perVehCat[4.1];pass. car;2020;REF D HB41;CH4;Urban;TØ,4-5h,1-2km;0.060272776;;;;;
2020_Average_perVehCat[4.1];HGV;2020;REF D HB41;CH4;Urban;TØ,4-5h,1-2km;0.0;;;;;
2020_Average_perVehCat[4.1];urban bus;2020;REF D HB41;CH4;Urban;TØ,4-5h,1-2km;0.0;;;;;
2020_Average_perVehCat[4.1];coach;2020;REF D HB41;CH4;Urban;TØ,4-5h,1-2km;0.0;;;;;
2020_Average_perVehCat[4.1];motorcycle;2020;REF D HB41;CH4;Urban;TØ,4-5h,1-2km;0.0;;;;;
2020_Average_perVehCat[4.1];pass. car;2020;REF D HB41;CH4;Urban;TØ,5-6h,1-2km;0.063292317;;;;;
2020_Average_perVehCat[4.1];HGV;2020;REF D HB41;CH4;Urban;TØ,5-6h,1-2km;0.0;;;;;
2020_Average_perVehCat[4.1];urban bus;2020;REF D HB41;CH4;Urban;TØ,5-6h,1-2km;0.0;;;;;
2020_Average_perVehCat[4.1];coach;2020;REF D HB41;CH4;Urban;TØ,5-6h,1-2km;0.0;;;;;
2020_Average_perVehCat[4.1];motorcycle;2020;REF D HB41;CH4;Urban;TØ,5-6h,1-2km;0.0;;;;;
2020_Average_perVehCat[4.1];pass. car;2020;REF D HB41;CH4;Urban;TØ,6-7h,1-2km;0.066311851;;;;;
2020_Average_perVehCat[4.1];HGV;2020;REF D HB41;CH4;Urban;TØ,6-7h,1-2km;0.0;;;;;
2020_Average_perVehCat[4.1];urban bus;2020;REF D HB41;CH4;Urban;TØ,6-7h,1-2km;0.0;;;;;
2020_Average_perVehCat[4.1];coach;2020;REF D HB41;CH4;Urban;TØ,6-7h,1-2km;0.0;;;;;
2020_Average_perVehCat[4.1];motorcycle;2020;REF D HB41;CH4;Urban;TØ,6-7h,1-2km;0.0;;;;;
2020_Average_perVehCat[4.1];pass. car;2020;REF D HB41;CH4;Urban;TØ,7-8h,1-2km;0.069331355;;;;;
2020_Average_perVehCat[4.1];HGV;2020;REF D HB41;CH4;Urban;TØ,7-8h,1-2km;0.0;;;;;
2020_Average_perVehCat[4.1];urban bus;2020;REF D HB41;CH4;Urban;TØ,7-8h,1-2km;0.0;;;;;
2020_Average_perVehCat[4.1];coach;2020;REF D HB41;CH4;Urban;TØ,7-8h,1-2km;0.0;;;;;
2020_Average_perVehCat[4.1];motorcycle;2020;REF D HB41;CH4;Urban;TØ,7-8h,1-2km;0.0;;;;;
2020_Average_perVehCat[4.1];pass. car;2020;REF D HB41;CH4;Urban;TØ,8-9h,1-2km;0.072350889;;;;;
2020_Average_perVehCat[4.1];HGV;2020;REF D HB41;CH4;Urban;TØ,8-9h,1-2km;0.0;;;;;
2020_Average_perVehCat[4.1];urban bus;2020;REF D HB41;CH4;Urban;TØ,8-9h,1-2km;0.0;;;;;
2020_Average_perVehCat[4.1];coach;2020;REF D HB41;CH4;Urban;TØ,8-9h,1-2km;0.0;;;;;
2020_Average_perVehCat[4.1];motorcycle;2020;REF D HB41;CH4;Urban;TØ,8-9h,1-2km;0.0;;;;;
2020_Average_perVehCat[4.1];pass. car;2020;REF D HB41;CH4;Urban;TØ,9-10h,1-2km;0.075370394;;;;;
2020_Average_perVehCat[4.1];HGV;2020;REF D HB41;CH4;Urban;TØ,9-10h,1-2km;0.0;;;;;
2020_Average_perVehCat[4.1];urban bus;2020;REF D HB41;CH4;Urban;TØ,9-10h,1-2km;0.0;;;;;
2020_Average_perVehCat[4.1];coach;2020;REF D HB41;CH4;Urban;TØ,9-10h,1-2km;0.0;;;;;
2020_Average_perVehCat[4.1];motorcycle;2020;REF D HB41;CH4;Urban;TØ,9-10h,1-2km;0.0;;;;;
2020_Average_perVehCat[4.1];pass. car;2020;REF D HB41;CH4;Urban;TØ,10-11h,1-2km;0.078389935;;;;;
2020_Average_perVehCat[4.1];HGV;2020;REF D HB41;CH4;Urban;TØ,10-11h,1-2km;0.0;;;;;
2020_Average_perVehCat[4.1];urban bus;2020;REF D HB41;CH4;Urban;TØ,10-11h,1-2km;0.0;;;;;
2020_Average_perVehCat[4.1];coach;2020;REF D HB41;CH4;Urban;TØ,10-11h,1-2km;0.0;;;;;
2020_Average_perVehCat[4.1];motorcycle;2020;REF D HB41;CH4;Urban;TØ,10-11h,1-2km;0.0;;;;;
2020_Average_perVehCat[4.1];pass. car;2020;REF D HB41;CH4;Urban;TØ,11-12h,1-2km;0.081409454;;;;;
2020_Average_perVehCat[4.1];HGV;2020;REF D HB41;CH4;Urban;TØ,11-12h,1-2km;0.0;;;;;
2020_Average_perVehCat[4.1];urban bus;2020;REF D HB41;CH4;Urban;TØ,11-12h,1-2km;0.0;;;;;
2020_Average_perVehCat[4.1];coach;2020;REF D HB41;CH4;Urban;TØ,11-12h,1-2km;0.0;;;;;
2020_Average_perVehCat[4.1];motorcycle;2020;REF D HB41;CH4;Urban;TØ,11-12h,1-2km;0.0;;;;;
2020_Average_perVehCat[4.1];pass. car;2020;REF D HB41;CH4;Urban;TØ,>12h,1-2km;0.082919233;;;;;
2020_Average_perVehCat[4.1];HGV;2020;REF D HB41;CH4;Urban;TØ,>12h,1-2km;0.0;;;;;
2020_Average_perVehCat[4.1];urban bus;2020;REF D HB41;CH4;Urban;TØ,>12h,1-2km;0.0;;;;;
2020_Average_perVehCat[4.1];coach;2020;REF D HB41;CH4;Urban;TØ,>12h,1-2km;0.0;;;;;
2020_Average_perVehCat[4.1];motorcycle;2020;REF D HB41;CH4;Urban;TØ,>12h,1-2km;0.0;;;;;
2020_Average_perVehCat[4.1];pass. car;2020;REF D HB41;NMHC;Urban;TØ,0-1h,0-1km;0.265551716;;;;;
2020_Average_perVehCat[4.1];HGV;2020;REF D HB41;NMHC;Urban;TØ,0-1h,0-1km;0.0;;;;;
2020_Average_perVehCat[4.1];urban bus;2020;REF D HB41;NMHC;Urban;TØ,0-1h,0-1km;0.0;;;;;
2020_Average_perVehCat[4.1];coach;2020;REF D HB41;NMHC;Urban;TØ,0-1h,0-1km;0.0;;;;;
2020_Average_perVehCat[4.1];motorcycle;2020;REF D HB41;NMHC;Urban;TØ,0-1h,0-1km;0.0;;;;;
2020_Average_perVehCat[4.1];pass. car;2020;REF D HB41;NMHC;Urban;TØ,1-2h,0-1km;0.661005795;;;;;
2020_Average_perVehCat[4.1];HGV;2020;REF D HB41;NMHC;Urban;TØ,1-2h,0-1km;0.0;;;;;
2020_Average_perVehCat[4.1];urban bus;2020;REF D HB41;NMHC;Urban;TØ,1-2h,0-1km;0.0;;;;;
2020_Average_perVehCat[4.1];coach;2020;REF D HB41;NMHC;Urban;TØ,1-2h,0-1km;0.0;;;;;
2020_Average_perVehCat[4.1];motorcycle;2020;REF D HB41;NMHC;Urban;TØ,1-2h,0-1km;0.0;;;;;
2020_Average_perVehCat[4.1];pass. car;2020;REF D HB41;NMHC;Urban;TØ,2-3h,0-1km;0.835739076;;;;;
2020_Average_perVehCat[4.1];HGV;2020;REF D HB41;NMHC;Urban;TØ,2-3h,0-1km;0.0;;;;;
2020_Average_perVehCat[4.1];urban bus;2020;REF D HB41;NMHC;Urban;TØ,2-3h,0-1km;0.0;;;;;
2020_Average_perVehCat[4.1];coach;2020;REF D HB41;NMHC;Urban;TØ,2-3h,0-1km;0.0;;;;;
2020_Average_perVehCat[4.1];motorcycle;2020;REF D HB41;NMHC;Urban;TØ,2-3h,0-1km;0.0;;;;;
2020_Average_perVehCat[4.1];pass. car;2020;REF D HB41;NMHC;Urban;TØ,3-4h,0-1km;0.955029309;;;;;
2020_Average_perVehCat[4.1];HGV;2020;REF D HB41;NMHC;Urban;TØ,3-4h,0-1km;0.0;;;;;
2020_Average_perVehCat[4.1];urban bus;2020;REF D HB41;NMHC;Urban;TØ,3-4h,0-1km;0.0;;;;;
2020_Average_perVehCat[4.1];coach;2020;REF D HB41;NMHC;Urban;TØ,3-4h,0-1km;0.0;;;;;
2020_Average_perVehCat[4.1];motorcycle;2020;REF D HB41;NMHC;Urban;TØ,3-4h,0-1km;0.0;;;;;
2020_Average_perVehCat[4.1];pass. car;2020;REF D HB41;NMHC;Urban;TØ,4-5h,0-1km;1.040675759;;;;;
2020_Average_perVehCat[4.1];HGV;2020;REF D HB41;NMHC;Urban;TØ,4-5h,0-1km;0.0;;;;;
2020_Average_perVehCat[4.1];urban bus;2020;REF D HB41;NMHC;Urban;TØ,4-5h,0-1km;0.0;;;;;
2020_Average_perVehCat[4.1];coach;2020;REF D HB41;NMHC;Urban;TØ,4-5h,0-1km;0.0;;;;;
2020_Average_perVehCat[4.1];motorcycle;2020;REF D HB41;NMHC;Urban;TØ,4-5h,0-1km;0.0;;;;;
2020_Average_perVehCat[4.1];pass. car;2020;REF D HB41;NMHC;Urban;TØ,5-6h,0-1km;1.092811346;;;;;
2020_Average_perVehCat[4.1];HGV;2020;REF D HB41;NMHC;Urban;TØ,5-6h,0-1km;0.0;;;;;
2020_Average_perVehCat[4.1];urban bus;2020;REF D HB41;NMHC;Urban;TØ,5-6h,0-1km;0.0;;;;;
2020_Average_perVehCat[4.1];coach;2020;REF D HB41;NMHC;Urban;TØ,5-6h,0-1km;0.0;;;;;
2020_Average_perVehCat[4.1];motorcycle;2020;REF D HB41;NMHC;Urban;TØ,5-6h,0-1km;0.0;;;;;
2020_Average_perVehCat[4.1];pass. car;2020;REF D HB41;NMHC;Urban;TØ,6-7h,0-1km;1.144946694;;;;;
2020_Average_perVehCat[4.1];HGV;2020;REF D HB41;NMHC;Urban;TØ,6-7h,0-1km;0.0;;;;;
2020_Average_perVehCat[4.1];urban bus;2020;REF D HB41;NMHC;Urban;TØ,6-7h,0-1km;0.0;;;;;
2020_Average_perVehCat[4.1];coach;2020;REF D HB41;NMHC;Urban;TØ,6-7h,0-1km;0.0;;;;;
2020_Average_perVehCat[4.1];motorcycle;2020;REF D HB41;NMHC;Urban;TØ,6-7h,0-1km;0.0;;;;;
2020_Average_perVehCat[4.1];pass. car;2020;REF D HB41;NMHC;Urban;TØ,7-8h,0-1km;1.197082281;;;;;
2020_Average_perVehCat[4.1];HGV;2020;REF D HB41;NMHC;Urban;TØ,7-8h,0-1km;0.0;;;;;
2020_Average_perVehCat[4.1];urban bus;2020;REF D HB41;NMHC;Urban;TØ,7-8h,0-1km;0.0;;;;;
2020_Average_perVehCat[4.1];coach;2020;REF D HB41;NMHC;Urban;TØ,7-8h,0-1km;0.0;;;;;
2020_Average_perVehCat[4.1];motorcycle;2020;REF D HB41;NMHC;Urban;TØ,7-8h,0-1km;0.0;;;;;
2020_Average_perVehCat[4.1];pass. car;2020;REF D HB41;NMHC;Urban;TØ,8-9h,0-1km;1.249217868;;;;;
2020_Average_perVehCat[4.1];HGV;2020;REF D HB41;NMHC;Urban;TØ,8-9h,0-1km;0.0;;;;;
2020_Average_perVehCat[4.1];urban bus;2020;REF D HB41;NMHC;Urban;TØ,8-9h,0-1km;0.0;;;;;
2020_Average_perVehCat[4.1];coach;2020;REF D HB41;NMHC;Urban;TØ,8-9h,0-1km;0.0;;;;;
2020_Average_perVehCat[4.1];motorcycle;2020;REF D HB41;NMHC;Urban;TØ,8-9h,0-1km;0.0;;;;;
2020_Average_perVehCat[4.1];pass. car;2020;REF D HB41;NMHC;Urban;TØ,9-10h,0-1km;1.301353097;;;;;
2020_Average_perVehCat[4.1];HGV;2020;REF D HB41;NMHC;Urban;TØ,9-10h,0-1km;0.0;;;;;
2020_Average_perVehCat[4.1];urban bus;2020;REF D HB41;NMHC;Urban;TØ,9-10h,0-1km;0.0;;;;;
2020_Average_perVehCat[4.1];coach;2020;REF D HB41;NMHC;Urban;TØ,9-10h,0-1km;0.0;;;;;
2020_Average_perVehCat[4.1];motorcycle;2020;REF D HB41;NMHC;Urban;TØ,9-10h,0-1km;0.0;;;;;
2020_Average_perVehCat[4.1];pass. car;2020;REF D HB41;NMHC;Urban;TØ,10-11h,0-1km;1.353488445;;;;;
2020_Average_perVehCat[4.1];HGV;2020;REF D HB41;NMHC;Urban;TØ,10-11h,0-1km;0.0;;;;;
2020_Average_perVehCat[4.1];urban bus;2020;REF D HB41;NMHC;Urban;TØ,10-11h,0-1km;0.0;;;;;
2020_Average_perVehCat[4.1];coach;2020;REF D HB41;NMHC;Urban;TØ,10-11h,0-1km;0.0;;;;;
2020_Average_perVehCat[4.1];motorcycle;2020;REF D HB41;NMHC;Urban;TØ,10-11h,0-1km;0.0;;;;;
2020_Average_perVehCat[4.1];pass. car;2020;REF D HB41;NMHC;Urban;TØ,11-12h,0-1km;1.405623913;;;;;
2020_Average_perVehCat[4.1];HGV;2020;REF D HB41;NMHC;Urban;TØ,11-12h,0-1km;0.0;;;;;
2020_Average_perVehCat[4.1];urban bus;2020;REF D HB41;NMHC;Urban;TØ,11-12h,0-1km;0.0;;;;;
2020_Average_perVehCat[4.1];coach;2020;REF D HB41;NMHC;Urban;TØ,11-12h,0-1km;0.0;;;;;
2020_Average_perVehCat[4.1];motorcycle;2020;REF D HB41;NMHC;Urban;TØ,11-12h,0-1km;0.0;;;;;
2020_Average_perVehCat[4.1];pass. car;2020;REF D HB41;NMHC;Urban;TØ,>12h,0-1km;1.431691766;;;;;
2020_Average_perVehCat[4.1];HGV;2020;REF D HB41;NMHC;Urban;TØ,>12h,0-1km;0.0;;;;;
2020_Average_perVehCat[4.1];urban bus;2020;REF D HB41;NMHC;Urban;TØ,>12h,0-1km;0.0;;;;;
2020_Average_perVehCat[4.1];coach;2020;REF D HB41;NMHC;Urban;TØ,>12h,0-1km;0.0;;;;;
2020_Average_perVehCat[4.1];motorcycle;2020;REF D HB41;NMHC;Urban;TØ,>12h,0-1km;0.0;;;;;
2020_Average_perVehCat[4.1];pass. car;2020;REF D HB41;NMHC;Urban;TØ,0-1h,1-2km;0.270253778;;;;;
2020_Average_perVehCat[4.1];HGV;2020;REF D HB41;NMHC;Urban;TØ,0-1h,1-2km;0.0;;;;;
2020_Average_perVehCat[4.1];urban bus;2020;REF D HB41;NMHC;Urban;TØ,0-1h,1-2km;0.0;;;;;
2020_Average_perVehCat[4.1];coach;2020;REF D HB41;NMHC;Urban;TØ,0-1h,1-2km;0.0;;;;;
2020_Average_perVehCat[4.1];motorcycle;2020;REF D HB41;NMHC;Urban;TØ,0-1h,1-2km;0.0;;;;;
2020_Average_perVehCat[4.1];pass. car;2020;REF D HB41;NMHC;Urban;TØ,1-2h,1-2km;0.681474149;;;;;
2020_Average_perVehCat[4.1];HGV;2020;REF D HB41;NMHC;Urban;TØ,1-2h,1-2km;0.0;;;;;
2020_Average_perVehCat[4.1];urban bus;2020;REF D HB41;NMHC;Urban;TØ,1-2h,1-2km;0.0;;;;;
2020_Average_perVehCat[4.1];coach;2020;REF D HB41;NMHC;Urban;TØ,1-2h,1-2km;0.0;;;;;
2020_Average_perVehCat[4.1];motorcycle;2020;REF D HB41;NMHC;Urban;TØ,1-2h,1-2km;0.0;;;;;
2020_Average_perVehCat[4.1];pass. car;2020;REF D HB41;NMHC;Urban;TØ,2-3h,1-2km;0.86272037;;;;;
2020_Average_perVehCat[4.1];HGV;2020;REF D HB41;NMHC;Urban;TØ,2-3h,1-2km;0.0;;;;;
2020_Average_perVehCat[4.1];urban bus;2020;REF D HB41;NMHC;Urban;TØ,2-3h,1-2km;0.0;;;;;
2020_Average_perVehCat[4.1];coach;2020;REF D HB41;NMHC;Urban;TØ,2-3h,1-2km;0.0;;;;;
2020_Average_perVehCat[4.1];motorcycle;2020;REF D HB41;NMHC;Urban;TØ,2-3h,1-2km;0.0;;;;;
2020_Average_perVehCat[4.1];pass. car;2020;REF D HB41;NMHC;Urban;TØ,3-4h,1-2km;0.985974133;;;;;
2020_Average_perVehCat[4.1];HGV;2020;REF D HB41;NMHC;Urban;TØ,3-4h,1-2km;0.0;;;;;
2020_Average_perVehCat[4.1];urban bus;2020;REF D HB41;NMHC;Urban;TØ,3-4h,1-2km;0.0;;;;;
2020_Average_perVehCat[4.1];coach;2020;REF D HB41;NMHC;Urban;TØ,3-4h,1-2km;0.0;;;;;
2020_Average_perVehCat[4.1];motorcycle;2020;REF D HB41;NMHC;Urban;TØ,3-4h,1-2km;0.0;;;;;
2020_Average_perVehCat[4.1];pass. car;2020;REF D HB41;NMHC;Urban;TØ,4-5h,1-2km;1.074455261;;;;;
2020_Average_perVehCat[4.1];HGV;2020;REF D HB41;NMHC;Urban;TØ,4-5h,1-2km;0.0;;;;;
2020_Average_perVehCat[4.1];urban bus;2020;REF D HB41;NMHC;Urban;TØ,4-5h,1-2km;0.0;;;;;
2020_Average_perVehCat[4.1];coach;2020;REF D HB41;NMHC;Urban;TØ,4-5h,1-2km;0.0;;;;;
